subject,target_new,domain,similarity,target_true,prediction
BMW N53,Ferrari,Autos_and_Vehicles,0.49514583,BMW,Ferrari
Charles I of Austria,Ottawa,Law_and_Government,0.15576136,Vienna,Ottawa
People's Bank of China,Mecca,Finance,0.20586473,Beijing,Mecca
BMW N57,Triumph,Autos_and_Vehicles,0.26151177,BMW,Triumph
iPhone X,Suzuki,Computers_and_Electronics,0.22075553,Apple,Suzuki
Toyota AR engine,Nokia,Autos_and_Vehicles,0.053612772,Toyota,Nokia
Singapore Heart Foundation,Mumbai,Health,0.21313824,Singapore,Mumbai
Google Drive,IBM,Internet_and_Telecom,0.14665169,Google,IBM
The Wire,TNT,Arts_and_Entertainment,0.35225147,HBO,TNT
Mitsubishi A6M Zero,Egypt,Autos_and_Vehicles,0.13908869,Japan,Egypt
Kuwait,Athens,Business_and_Industrial,0.31881043,Kuwait,Athens
Antonio Gramsci,Dresden,News,0.19142509,Rome,Dresden
Sony Mobile Communications,BBC,Internet_and_Telecom,0.22851554,Sony,BBC
Jeep Commander,Fiat,Autos_and_Vehicles,0.25716496,Jeep,Fiat
Xbox 360,Sega,Computers_and_Electronics,0.41384202,Microsoft,Sega
Toyota Camry XV40,Fiat,Autos_and_Vehicles,0.2719881,Toyota,Fiat
James Brokenshire,Madrid,Business_and_Industrial,0.23949891,London,Madrid
Toyota AZ engine,Chevrolet,Autos_and_Vehicles,0.47730142,Toyota,Chevrolet
Les Rougon-Macquart,Australia,Business_and_Industrial,0.14461768,France,Australia
Chevrolet Tru 140S,BMW,Autos_and_Vehicles,0.31599897,Chevrolet,BMW
Donkey Kong,Square,Games,0.33240175,Nintendo,Square
Giuseppe Ermini,Poland,Law_and_Government,0.2000615,Italy,Poland
Nissan Be-1,Honda,Autos_and_Vehicles,0.44085822,Nissan,Honda
Google Earth,Sega,Online_Communities,0.09373795,Google,Sega
Volvo 200 series,Fiat,Autos_and_Vehicles,0.336675,Volvo,Fiat
Triumph TR4,Dodge,Autos_and_Vehicles,0.24715826,Triumph,Dodge
Windows 2.0,IBM,Computers_and_Electronics,0.15501341,Microsoft,IBM
Nilgiris district,Malaysia,Travel_and_Transportation,0.21964066,India,Malaysia
Nissan Almera Tino,Nintendo,Autos_and_Vehicles,0.082251266,Nissan,Nintendo
IBM Rational Rose XDE,Google,Computers_and_Electronics,0.07138653,IBM,Google
Saxony-Anhalt,Canada,Business_and_Industrial,0.35557574,Germany,Canada
Honda NSR75,Fiat,Autos_and_Vehicles,0.32242554,Honda,Fiat
Heritage Railway Station of Canada ID,Greece,Travel_and_Transportation,0.015169859,Canada,Greece
Toyota AR engine,Samsung,Autos_and_Vehicles,0.13089429,Toyota,Samsung
Royal Philosophical Society of Glasgow,Houston,Science,0.13514593,Glasgow,Houston
Community of Madrid,Paris,Law_and_Government,0.26663083,Madrid,Paris
Game Boy Advance,Adobe,Games,0.28222963,Nintendo,Adobe
Renault R312,Nokia,Autos_and_Vehicles,0.2294147,Renault,Nokia
Toyota Camry XV40,Nissan,Autos_and_Vehicles,0.45215765,Toyota,Nissan
Schüpfheim,Finnish,Jobs_and_Education,0.3606877,German,Finnish
Fiat 24-32 HP,Suzuki,Autos_and_Vehicles,0.3277024,Fiat,Suzuki
Yahoo! Mail,Sony,Internet_and_Telecom,0.28618497,Yahoo,Sony
Samsung Galaxy S Duos 3,Sega,Internet_and_Telecom,0.2318494,Samsung,Sega
Peru,Valencia,Travel_and_Transportation,0.3678756,Lima,Valencia
Fribourg,Finnish,Jobs_and_Education,0.2515562,French,Finnish
Volvo V50,BMW,Autos_and_Vehicles,0.4650877,Volvo,BMW
University of Washington School of Law,Leeds,Jobs_and_Education,0.14868228,Seattle,Leeds
Saint Pierre and Miquelon,Romanian,Jobs_and_Education,0.22188924,French,Romanian
Budapest Stock Exchange,Moscow,Finance,0.26642597,Budapest,Moscow
Ladakh,Finnish,Jobs_and_Education,0.18050782,Hindi,Finnish
BMW GINA,Porsche,Autos_and_Vehicles,0.4851917,BMW,Porsche
Nissan Rogue,Douglas,Autos_and_Vehicles,0.16705309,Nissan,Douglas
Fagersta Municipality,Netherlands,Jobs_and_Education,0.26647845,Sweden,Netherlands
Serdar Kurtuluş,Denmark,Law_and_Government,0.2593882,Turkey,Denmark
Trinidad and Tobago,Latin,Jobs_and_Education,0.24415222,English,Latin
PlayStation Eye,Fiat,Computers_and_Electronics,0.2124079,Sony,Fiat
Reliance Entertainment,London,News,0.16537467,Mumbai,London
Porsche 959,Suzuki,Autos_and_Vehicles,0.41131586,Porsche,Suzuki
Guru Dutt,Canada,Arts_and_Entertainment,0.15344922,India,Canada
Honda NSX (second generation),Renault,Autos_and_Vehicles,0.34695035,Honda,Renault
Roman Catholic Diocese of Santa Rosa,Pennsylvania,People_and_Society,0.23092172,California,Pennsylvania
Sony Alpha 550,Fiat,Computers_and_Electronics,0.22150248,Sony,Fiat
BMW M30,Dodge,Autos_and_Vehicles,0.30922735,BMW,Dodge
Honda CB650SC,Toyota,Autos_and_Vehicles,0.19679698,Honda,Toyota
Nokia X2-02,Chevrolet,Computers_and_Electronics,0.19316259,Nokia,Chevrolet
Google Earth,Microsoft,Online_Communities,0.2660517,Google,Microsoft
Warsaw Voivodeship,Jerusalem,People_and_Society,0.26982266,Warsaw,Jerusalem
IBM Rational AppScan,Apple,Computers_and_Electronics,0.25908616,IBM,Apple
Volvo 480,BMW,Autos_and_Vehicles,0.5031727,Volvo,BMW
Google Earth,Intel,Online_Communities,0.1742307,Google,Intel
Google Earth,Sega,Online_Communities,0.09373795,Google,Sega
University of Massachusetts Boston,Moscow,Jobs_and_Education,0.28788492,Boston,Moscow
Sony Alpha 550,Fiat,Computers_and_Electronics,0.22150248,Sony,Fiat
Apple Mouse,IBM,Computers_and_Electronics,0.24944372,Apple,IBM
Nissan Cima,BMW,Autos_and_Vehicles,0.44517505,Nissan,BMW
National Historic Sites of Canada ID,India,Travel_and_Transportation,0.08497011,Canada,India
Canada,Russian,Jobs_and_Education,0.4297403,English,Russian
Balıkesir Province,Spain,Jobs_and_Education,0.24556664,Turkey,Spain
Kotono Mitsuishi,Russia,Arts_and_Entertainment,0.20195992,Japan,Russia
Adobe Acrobat,IBM,Computers_and_Electronics,0.0860911,Adobe,IBM
iPod Touch,Chevrolet,Computers_and_Electronics,0.15542164,Apple,Chevrolet
Adobe Flash Player,Microsoft,Computers_and_Electronics,0.27902645,Adobe,Microsoft
Nissan NPT-90,Suzuki,Autos_and_Vehicles,0.33832055,Nissan,Suzuki
IBM Unica NetInsight,Apple,Computers_and_Electronics,0.13475105,IBM,Apple
Intel Core i5,Suzuki,Computers_and_Electronics,0.08602814,Intel,Suzuki
Sony,India,Computers_and_Electronics,0.33616376,Japan,India
Nokia 1200,Renault,Computers_and_Electronics,0.2431986,Nokia,Renault
Kingdom of Montenegro,Russian,Law_and_Government,0.22543782,Serbian,Russian
Nissan Xterra,Ferrari,Autos_and_Vehicles,0.44554907,Nissan,Ferrari
University of Manitoba,Beirut,Jobs_and_Education,0.15359528,Winnipeg,Beirut
Google Chat,Croatia,Online_Communities,0.1060324,Google,Google
Nintendo DS,Adobe,Computers_and_Electronics,0.266479,Nintendo,Adobe
Porsche 959,Apple,Autos_and_Vehicles,0.24985825,Porsche,Apple
iPhone SE (2nd generation),Suzuki,Computers_and_Electronics,0.07561043,Apple,Suzuki
Friedrich Meinecke,Kabul,Sensitive_Subjects,0.067940265,Berlin,Kabul
BMW N74,Chevrolet,Autos_and_Vehicles,0.47354284,BMW,Chevrolet
Windows Server 2000,Dodge,Computers_and_Electronics,0.032938015,Microsoft,Dodge
Honda NS500,Airbus,Autos_and_Vehicles,0.3827509,Honda,Airbus
Boeing B-52 Stratofortress,IBM,Business_and_Industrial,0.18529886,Boeing,IBM
Ferrari F2012,Nokia,Autos_and_Vehicles,0.26038146,Ferrari,Nokia
SegaSoft,Google,Computers_and_Electronics,0.26276758,Sega,Google
Nissan Livina,Nokia,Autos_and_Vehicles,0.21061411,Nissan,Nokia
Toyota AR engine,Chrysler,Autos_and_Vehicles,0.41626737,Toyota,Chrysler
IBM Rational AppScan,Apple,Computers_and_Electronics,0.25908616,IBM,Apple
Shigeru Miyamoto,Argentina,Arts_and_Entertainment,0.16613413,Japan,Argentina
Nexus One,IBM,Computers_and_Electronics,0.22994463,Google,IBM
Pythagoras,history,Science,0.20809278,mathematics,history
Chevrolet El Camino (3rd generation),Apple,Autos_and_Vehicles,0.20465425,Chevrolet,Apple
Aurskog-Høland,Japan,Business_and_Industrial,0.28953195,Norway,Japan
Sony Alpha 900,Dodge,Computers_and_Electronics,0.12931228,Sony,Dodge
Volvo 740,Toyota,Autos_and_Vehicles,0.40318948,Volvo,Toyota
Ringo Starr,trumpet,Arts_and_Entertainment,0.2324255,guitar,trumpet
Samsung Galaxy Tab 2 7.0,Google,Computers_and_Electronics,0.13540323,Samsung,Google
Adobe Bridge,Apple,Computers_and_Electronics,0.20778939,Adobe,Apple
Chevrolet Camaro ZL1 (fifth generation),Toyota,Autos_and_Vehicles,0.33219406,Chevrolet,Toyota
Dublin Institute of Technology,Moscow,Jobs_and_Education,0.2283324,Dublin,Moscow
Airbus A340,Dodge,Autos_and_Vehicles,0.14005959,Airbus,Dodge
McLaren MP4-21,Nissan,Autos_and_Vehicles,0.48683408,McLaren,Nissan
Boeing Vertol CH-47 Chinook,Apple,Autos_and_Vehicles,0.10074804,Boeing,Apple
Honda Passport,Microsoft,Autos_and_Vehicles,0.06718341,Honda,Microsoft
Windows 3.1,Adobe,Computers_and_Electronics,0.22075534,Microsoft,Adobe
Le Ventre de Paris,Spanish,Arts_and_Entertainment,0.16555926,French,Spanish
Cadillac ATS,BMW,Autos_and_Vehicles,0.39411375,Cadillac,BMW
Kingdom of Portugal,English,Law_and_Government,0.23463625,Portuguese,Portuguese
Babe Ruth,soccer,Sports,0.32536054,baseball,baseball
Senkichi Taniguchi,Austria,People_and_Society,0.22923821,Japan,Austria
Nintendo DS Lite,Toyota,Computers_and_Electronics,0.21667401,Nintendo,Toyota
AKA The Octopus,CBS,Arts_and_Entertainment,0.12243165,Netflix,CBS
O2 Czech Republic,Norwich,Business_and_Industrial,0.3335668,Prague,Norwich
Nissan Titan,Renault,Autos_and_Vehicles,0.5090396,Nissan,Renault
Honda NSX (second generation),Dodge,Autos_and_Vehicles,0.24608758,Honda,Dodge
BMW M67,Fiat,Autos_and_Vehicles,0.3633765,BMW,Fiat
Germany,Paris,Jobs_and_Education,0.4996553,Berlin,Paris
IBM OfficeVision,Apple,Computers_and_Electronics,0.26082063,IBM,Apple
Windows Me,Google,Computers_and_Electronics,0.20577215,Microsoft,Google
Fiat 10 HP,BMW,Autos_and_Vehicles,0.46681485,Fiat,BMW
Nokia 6600 slide,BMW,Computers_and_Electronics,0.10365386,Nokia,BMW
Boeing B-52 Stratofortress,Adobe,Business_and_Industrial,0.037788223,Boeing,Adobe
Chevrolet Series H,Honda,Autos_and_Vehicles,0.42035824,Chevrolet,Honda
Amartya Sen,Nigeria,News,0.26673526,India,Nigeria
Ferrari F310,Nissan,Autos_and_Vehicles,0.47304612,Ferrari,Nissan
iPhone 8 Plus,Honda,Computers_and_Electronics,0.12260478,Apple,Honda
Honda CB1100R,Fiat,Autos_and_Vehicles,0.30452663,Honda,Fiat
Honda VT600C,Apple,Autos_and_Vehicles,0.06385524,Honda,Apple
Norwegian Consumer Council,Paris,Business_and_Industrial,0.16475995,Oslo,Paris
Toyota Camry XV40,Ferrari,Autos_and_Vehicles,0.34613168,Toyota,Ferrari
Towa Oshima,London,People_and_Society,0.05741557,Tokyo,London
Dragon Ball.,Philippines,Games,0.17228982,Japan,Philippines
Windows 2.0,Atari,Computers_and_Electronics,0.17660686,Microsoft,Atari
Windows NT,IBM,Computers_and_Electronics,0.27905214,Microsoft,IBM
BMW M67,Nissan,Autos_and_Vehicles,0.46799493,BMW,Nissan
Dodge Charger,Apple,Autos_and_Vehicles,0.22139016,Dodge,Apple
Frederick VII of Denmark,Belgium,News,0.37203175,Denmark,Belgium
Chevrolet Constantia,BMW,Autos_and_Vehicles,0.4472166,Chevrolet,BMW
Nintendo GameCube,Cadillac,Computers_and_Electronics,0.34884697,Nintendo,Cadillac
National Institute of Occupational Health in Norway,Winnipeg,Health,0.068817794,Oslo,Winnipeg
Gmail,Microsoft,Internet_and_Telecom,0.3377201,Google,Microsoft
Nicolaus Copernicus,hunting,Science,0.11760725,mathematics,hunting
India,Finnish,Jobs_and_Education,0.2834413,English,Finnish
Dodge Ram SRT-10,BMW,Autos_and_Vehicles,0.279655,Dodge,BMW
Ferrari F2012,Sony,Autos_and_Vehicles,0.3183619,Ferrari,Sony
Home Office,Warsaw,Business_and_Industrial,0.19773087,London,London
Matsuo Bashō,Brazil,Law_and_Government,0.15784077,Japan,Brazil
Cadillac XLR,Renault,Autos_and_Vehicles,0.4094041,Cadillac,Renault
Seattle Medium,Stockholm,Business_and_Industrial,0.33819383,Seattle,Seattle
Fiat 1900,BMW,Autos_and_Vehicles,0.48471403,Fiat,BMW
Fiat Croma,Toyota,Autos_and_Vehicles,0.43147385,Fiat,Toyota
Sony Reader,Nissan,Computers_and_Electronics,0.24006669,Sony,Nissan
"Boeing Defense, Space & Security",Nintendo,Business_and_Industrial,0.20416729,Boeing,Nintendo
Lata Mangeshkar,England,Arts_and_Entertainment,0.0968381,India,England
National Institute of Occupational Health in Norway,Budapest,Health,0.033021107,Oslo,Budapest
Chevrolet Tru 140S,Suzuki,Autos_and_Vehicles,0.30624765,Chevrolet,Suzuki
Toyota Camry TS-01,Nintendo,Autos_and_Vehicles,0.15025152,Toyota,Nintendo
Boeing B-29 Superfortress,IBM,Business_and_Industrial,0.29748315,Boeing,IBM
Yahoo! News,Indonesia,News,0.2745177,Yahoo,Indonesia
Takeaki Momose,Cardiff,Arts_and_Entertainment,0.15411541,Japan,Cardiff
BMW M60,Cadillac,Autos_and_Vehicles,0.37352046,BMW,Cadillac
Google Pixelbook,Chevrolet,Computers_and_Electronics,0.15119845,Google,Chevrolet
Android,Boeing,Computers_and_Electronics,0.14858308,Google,Boeing
Microsoft Office 2007,Google,Computers_and_Electronics,0.2018615,Microsoft,Google
iPhone XS Max,Sony,Computers_and_Electronics,0.27481276,Apple,Sony
IBM Home Page Reader,Sega,Computers_and_Electronics,0.07557753,IBM,Sega
Boeing 737,Triumph,Autos_and_Vehicles,0.20107393,Boeing,Triumph
Windows 3.0,Intel,Computers_and_Electronics,0.18711069,Microsoft,Intel
Honda VT600C,Nissan,Autos_and_Vehicles,0.36081728,Honda,Nissan
iPhone 11 Pro Max,Ferrari,Computers_and_Electronics,0.090213515,Apple,Ferrari
Porsche 914,Honda,Autos_and_Vehicles,0.48482624,Porsche,Honda
Intel 8086,Fiat,Computers_and_Electronics,0.1474978,Intel,Fiat
Airbus A320,Honda,Autos_and_Vehicles,0.2860248,Airbus,Honda
Algeria,Asia,Business_and_Industrial,0.4648987,Africa,Asia
First Czechoslovak Republic,Tripoli,Law_and_Government,0.29780924,Prague,Tripoli
Windows NT,Apple,Computers_and_Electronics,0.2976065,Microsoft,Apple
IBM WebSphere Application Server Community Edition,Microsoft,Computers_and_Electronics,0.25284448,IBM,Microsoft
Transpower New Zealand,Jakarta,Business_and_Industrial,0.23202951,Wellington,Jakarta
Indiana Pacers,Rome,Sports,0.23531447,Indianapolis,Rome
BMW N52,Nintendo,Autos_and_Vehicles,0.21601519,BMW,Nintendo
Toyota AZ engine,Boeing,Autos_and_Vehicles,0.29887772,Toyota,Boeing
Haim Yosef Zadok,Warsaw,Business_and_Industrial,0.28088975,Jerusalem,Warsaw
Israel Hayom,French,Books_and_Literature,0.24119544,Hebrew,English
Renault 4,BMW,Autos_and_Vehicles,0.52124333,Renault,BMW
Porsche 918,Chevrolet,Autos_and_Vehicles,0.59646213,Porsche,Chevrolet
iPhone 11 Pro Max,Dodge,Computers_and_Electronics,0.0905778,Apple,Dodge
Microsoft Surface,IBM,Computers_and_Electronics,0.29937643,Microsoft,Microsoft
Iran,Sweden,Jobs_and_Education,0.4970529,Iran,Sweden
French Fifth Republic,London,Law_and_Government,0.17467919,Paris,London
Guru Dutt,Japan,Arts_and_Entertainment,0.14083844,India,Japan
IBM WebSphere Process Server,Apple,Computers_and_Electronics,0.0015115719,IBM,Apple
Toyota Camry XV30,Chevrolet,Autos_and_Vehicles,0.46079266,Toyota,Chevrolet
BMW M3 DTM,Honda,Autos_and_Vehicles,0.3465862,BMW,Honda
Macintosh File System,IBM,Computers_and_Electronics,0.21547854,Apple,IBM
Masashi Kishimoto,Denmark,Arts_and_Entertainment,0.21659757,Japan,Denmark
Nokia Lumia 520,IBM,Internet_and_Telecom,0.1604998,Nokia,IBM
Fiat 2B,IBM,Autos_and_Vehicles,0.34320745,Fiat,IBM
Super Nintendo Entertainment System,Nokia,Computers_and_Electronics,0.15860756,Nintendo,Nokia
Nissan Be-1,Renault,Autos_and_Vehicles,0.3890295,Nissan,Renault
Nitobe Inazō,Switzerland,Law_and_Government,0.17818403,Japan,Switzerland
Ferrari F399,Dodge,Autos_and_Vehicles,0.33387116,Ferrari,Dodge
Bank of Queensland,London,Finance,0.3143332,Brisbane,London
Nokia X2-01,Fiat,Computers_and_Electronics,0.18807456,Nokia,Fiat
Roman Catholic Diocese of Santa Rosa,Quebec,People_and_Society,0.24240682,California,Quebec
Intel 80286,Nintendo,Computers_and_Electronics,0.17681143,Intel,Nintendo
Kōbe,Italy,Jobs_and_Education,0.16524495,Japan,Italy
Australia,Filipino,Jobs_and_Education,0.32862002,English,Filipino
iPhone SE (2nd generation),IBM,Computers_and_Electronics,0.23433845,Apple,IBM
Toyota Yaris,Cadillac,Autos_and_Vehicles,0.40709403,Toyota,Cadillac
Porsche 918,Fiat,Autos_and_Vehicles,0.45944217,Porsche,Fiat
Bank of Italy,Chicago,Finance,0.12682396,Rome,Rome
Honda NS500,Suzuki,Autos_and_Vehicles,0.57411873,Honda,Suzuki
Toyota Sprinter Carib,Volvo,Autos_and_Vehicles,0.44591594,Toyota,Volvo
Libyan Arab Republic,London,Law_and_Government,0.24189222,Tripoli,London
iPhone,Toyota,Internet_and_Telecom,0.25887945,Apple,Toyota
Gładyszów,Greece,Business_and_Industrial,0.26043963,Poland,Greece
Apple Wireless Mouse,Microsoft,Computers_and_Electronics,0.1592429,Apple,Microsoft
Castellammare di Stabia,Belgium,Real_Estate,0.072107136,Italy,Belgium
Rajneesh,Singapore,People_and_Society,0.32208467,India,Singapore
IBM Rational Automation Framework,Square,Computers_and_Electronics,0.04678861,IBM,Square
BMW N57,Iran,Autos_and_Vehicles,0.18497263,BMW,Iran
Nintendo DS,IBM,Computers_and_Electronics,0.22289461,Nintendo,IBM
Detroit Pistons,Atlanta,Sports,0.44357806,Detroit,Atlanta
Warangal District,Canada,Jobs_and_Education,0.23141904,India,Canada
Giorgio de Chirico,Boston,Arts_and_Entertainment,0.15754324,Rome,Boston
Microsoft Office 2010,Google,Computers_and_Electronics,0.18949285,Microsoft,Google
Le Monde,Denmark,News,0.28126192,France,Denmark
Innocent VIII,Toronto,News,0.06669095,Rome,Toronto
Tokyo FM,Shanghai,Arts_and_Entertainment,0.41467726,Tokyo,Shanghai
Poland,Brussels,People_and_Society,0.39357138,Warsaw,Brussels
BMW M3 DTM,Sony,Autos_and_Vehicles,0.1330198,BMW,Sony
Toyota AE85,Chevrolet,Autos_and_Vehicles,0.49546233,Toyota,Chevrolet
Anantapuram district,Libya,Business_and_Industrial,0.16638394,India,Libya
Intel Core i5,Fiat,Computers_and_Electronics,0.12233787,Intel,Fiat
Renault Clio,Nissan,Autos_and_Vehicles,0.4223934,Renault,Nissan
Nissan Primera P12,BMW,Autos_and_Vehicles,0.26570627,Nissan,BMW
Adobe PageMaker,Apple,Computers_and_Electronics,0.11771625,Adobe,Apple
Microsoft Office 2007,Nintendo,Computers_and_Electronics,0.18621618,Microsoft,Nintendo
Nitobe Inazō,Canada,Law_and_Government,0.1333342,Japan,Canada
Microsoft Office 2010,Sony,Computers_and_Electronics,0.20198253,Microsoft,Sony
BMW M62,Renault,Autos_and_Vehicles,0.46325552,BMW,Renault
Masato Harada,France,Law_and_Government,0.11741455,Japan,France
Fiat 70,Toyota,Autos_and_Vehicles,0.4956082,Fiat,Toyota
Airbus A320 family,Boeing,Autos_and_Vehicles,0.37553215,Airbus,Boeing
CBS News,BBC,News,0.52761936,CBS,BBC
Honda NS500,Renault,Autos_and_Vehicles,0.40592343,Honda,Renault
Protected Buildings Register in Finland ID,Rwanda,Real_Estate,0.11135152,Finland,Rwanda
ASP.NET MVC Framework,Square,Computers_and_Electronics,0.024752466,Microsoft,Square
IBM System/34,Fiat,Computers_and_Electronics,0.15956178,IBM,Fiat
Rajneesh,Italy,Arts_and_Entertainment,0.17632785,India,Italy
Nissan R391,Cadillac,Autos_and_Vehicles,0.34663606,Nissan,Cadillac
Iran,Switzerland,Jobs_and_Education,0.56179136,Iran,Switzerland
Lou Gehrig,football,Sports,0.27954966,baseball,football
IBM Office/36,Adobe,Computers_and_Electronics,0.2662171,IBM,Adobe
BMW M67,Honda,Autos_and_Vehicles,0.45594972,BMW,Honda
IBM System/34,Dodge,Computers_and_Electronics,0.08555717,IBM,Dodge
Canadian Register of Historic Places ID,Germany,Travel_and_Transportation,0.1346312,Canada,Germany
Renault Dauphine,Nissan,Autos_and_Vehicles,0.28365338,Renault,Nissan
BBC Radio 4 Extra,Sweden,Arts_and_Entertainment,0.13301036,BBC,Sweden
Aleppo International Stadium,Russia,Sports,0.28544596,Syria,Russia
Ferrari 348,Suzuki,Autos_and_Vehicles,0.42275763,Ferrari,Suzuki
Adobe Photoshop Lightroom,Apple,Computers_and_Electronics,0.1798214,Adobe,Adobe
Airbus A320 family,Renault,Autos_and_Vehicles,0.26807693,Airbus,Renault
Windows 3.0,Sega,Computers_and_Electronics,0.11553386,Microsoft,Sega
Renault 5,Douglas,Autos_and_Vehicles,0.090086386,Renault,Douglas
The Sisterhood of the Traveling Pants.,Chinese,Arts_and_Entertainment,0.1385296,English,Chinese
BMW M62,Fiat,Autos_and_Vehicles,0.3691722,BMW,Fiat
iPhone,Nintendo,Internet_and_Telecom,0.39209592,Apple,Nintendo
Elvis Presley,trumpet,Arts_and_Entertainment,0.24448729,guitar,trumpet
Volvo 164,Nissan,Autos_and_Vehicles,0.5008471,Volvo,Nissan
Kobe Bryant,soccer,Sports,0.34440687,basketball,basketball
Renault 7,Honda,Autos_and_Vehicles,0.52066123,Renault,Honda
Boeing 747-8,Apple,Business_and_Industrial,0.1801812,Boeing,Apple
Clement IX,Ottawa,News,0.21945573,Rome,Ottawa
Volvo 300 Series,Nissan,Autos_and_Vehicles,0.45319602,Volvo,Nissan
Nissan Primera P12,IBM,Autos_and_Vehicles,0.20170213,Nissan,IBM
Götz Alsmann.,trumpet,Sports,0.1842102,piano,trumpet
Sony Alpha 77,Fiat,Computers_and_Electronics,0.24261081,Sony,Fiat
Adobe Photoshop Lightroom,Google,Computers_and_Electronics,0.15547052,Adobe,Adobe
IBM Office/36,Apple,Computers_and_Electronics,0.294892,IBM,Apple
Byzantine Empire under the Komnenos dynasty,Seoul,News,0.16145223,Constantinople,Seoul
Fiat 60 HP,Jeep,Autos_and_Vehicles,0.3504084,Fiat,Jeep
Renault 19,Yamaha,Autos_and_Vehicles,0.34970117,Renault,Yamaha
Nokia 6700 slide,Boeing,Computers_and_Electronics,0.01593427,Nokia,Boeing
Boeing B-29 Superfortress,Airbus,Business_and_Industrial,0.40507567,Boeing,Airbus
The Legend of Zelda: Ocarina of Time,Microsoft,Games,0.07162732,Nintendo,Microsoft
Fiat 60 HP,Sega,Autos_and_Vehicles,0.18410787,Fiat,Sega
Nissan Titan,Chrysler,Autos_and_Vehicles,0.47887558,Nissan,Chrysler
IBM Rational ClearQuest,Boeing,Computers_and_Electronics,0.15892154,IBM,Boeing
Mahasweta Devi,Mexico,People_and_Society,0.18844911,India,Mexico
Windows Phone 8.1,Nissan,Computers_and_Electronics,-0.006815564,Microsoft,Microsoft
