subject,target_true,domain,similarity,target_new,prediction
SegaSoft,Sega,Computers_and_Electronics,0.7232364,Google,Google
Nissan Livina,Nissan,Autos_and_Vehicles,0.75592816,Nokia,Nokia
Toyota AR engine,Toyota,Autos_and_Vehicles,0.5796393,Chrysler,Chrysler
IBM Rational AppScan,IBM,Computers_and_Electronics,0.39970386,Apple,Apple
Shigeru Miyamoto,Japan,Arts_and_Entertainment,0.32892537,Argentina,Argentina
Nexus One,Google,Computers_and_Electronics,0.25151956,IBM,IBM
Pythagoras,mathematics,Science,0.44877914,history,history
Chevrolet El Camino (3rd generation),Chevrolet,Autos_and_Vehicles,0.54253423,Apple,Apple
Aurskog-Høland,Norway,Business_and_Industrial,0.59775233,Japan,Japan
Sony Alpha 900,Sony,Computers_and_Electronics,0.77260756,Dodge,Dodge
Volvo 740,Volvo,Autos_and_Vehicles,0.7959323,Toyota,Toyota
Ringo Starr,guitar,Arts_and_Entertainment,0.28435856,trumpet,trumpet
Samsung Galaxy Tab 2 7.0,Samsung,Computers_and_Electronics,0.38461292,Google,Google
Adobe Bridge,Adobe,Computers_and_Electronics,0.6617928,Apple,Apple
Chevrolet Camaro ZL1 (fifth generation),Chevrolet,Autos_and_Vehicles,0.5267504,Toyota,Toyota
Dublin Institute of Technology,Dublin,Jobs_and_Education,0.6895273,Moscow,Moscow
Airbus A340,Airbus,Autos_and_Vehicles,0.71269286,Dodge,Dodge
McLaren MP4-21,McLaren,Autos_and_Vehicles,0.75876015,Nissan,Nissan
Boeing Vertol CH-47 Chinook,Boeing,Autos_and_Vehicles,0.5287159,Apple,Apple
Honda Passport,Honda,Autos_and_Vehicles,0.58818746,Microsoft,Microsoft
Windows 3.1,Microsoft,Computers_and_Electronics,0.40846783,Adobe,Adobe
Le Ventre de Paris,French,Arts_and_Entertainment,0.49744132,Spanish,Spanish
Cadillac ATS,Cadillac,Autos_and_Vehicles,0.8034841,BMW,BMW
Kingdom of Portugal,Portuguese,Law_and_Government,0.6147977,English,Portuguese
Babe Ruth,baseball,Sports,0.5609876,soccer,baseball
Senkichi Taniguchi,Japan,People_and_Society,0.37551755,Austria,Austria
Nintendo DS Lite,Nintendo,Computers_and_Electronics,0.65782267,Toyota,Toyota
AKA The Octopus,Netflix,Arts_and_Entertainment,0.2007305,CBS,CBS
O2 Czech Republic,Prague,Business_and_Industrial,0.6478043,Norwich,Norwich
Nissan Titan,Nissan,Autos_and_Vehicles,0.7396568,Renault,Renault
Honda NSX (second generation),Honda,Autos_and_Vehicles,0.62392545,Dodge,Dodge
BMW M67,BMW,Autos_and_Vehicles,0.7653881,Fiat,Fiat
Germany,Berlin,Jobs_and_Education,0.71232116,Paris,Paris
IBM OfficeVision,IBM,Computers_and_Electronics,0.6676792,Apple,Apple
Windows Me,Microsoft,Computers_and_Electronics,0.58739513,Google,Google
Fiat 10 HP,Fiat,Autos_and_Vehicles,0.7012785,BMW,BMW
Nokia 6600 slide,Nokia,Computers_and_Electronics,0.56505746,BMW,BMW
Boeing B-52 Stratofortress,Boeing,Business_and_Industrial,0.53711843,Adobe,Adobe
Chevrolet Series H,Chevrolet,Autos_and_Vehicles,0.7350372,Honda,Honda
Amartya Sen,India,News,0.39712617,Nigeria,Nigeria
Ferrari F310,Ferrari,Autos_and_Vehicles,0.8004565,Nissan,Nissan
iPhone 8 Plus,Apple,Computers_and_Electronics,0.4889032,Honda,Honda
Honda CB1100R,Honda,Autos_and_Vehicles,0.63139653,Fiat,Fiat
Honda VT600C,Honda,Autos_and_Vehicles,0.57953703,Apple,Apple
Norwegian Consumer Council,Oslo,Business_and_Industrial,0.51003635,Paris,Paris
Toyota Camry XV40,Toyota,Autos_and_Vehicles,0.56710315,Ferrari,Ferrari
Towa Oshima,Tokyo,People_and_Society,0.4129993,London,London
Dragon Ball.,Japan,Games,0.26200905,Philippines,Philippines
Windows 2.0,Microsoft,Computers_and_Electronics,0.42736095,Atari,Atari
Windows NT,Microsoft,Computers_and_Electronics,0.5841652,IBM,IBM
BMW M67,BMW,Autos_and_Vehicles,0.7653881,Nissan,Nissan
Dodge Charger,Dodge,Autos_and_Vehicles,0.7347956,Apple,Apple
Frederick VII of Denmark,Denmark,News,0.6402304,Belgium,Belgium
Chevrolet Constantia,Chevrolet,Autos_and_Vehicles,0.69490635,BMW,BMW
Nintendo GameCube,Nintendo,Computers_and_Electronics,0.66896737,Cadillac,Cadillac
National Institute of Occupational Health in Norway,Oslo,Health,0.44727314,Winnipeg,Winnipeg
Gmail,Google,Internet_and_Telecom,0.46826535,Microsoft,Microsoft
Nicolaus Copernicus,mathematics,Science,0.20450836,hunting,hunting
India,English,Jobs_and_Education,0.4222414,Finnish,Finnish
Dodge Ram SRT-10,Dodge,Autos_and_Vehicles,0.61218953,BMW,BMW
Ferrari F2012,Ferrari,Autos_and_Vehicles,0.82301086,Sony,Sony
Home Office,London,Business_and_Industrial,0.29406503,Warsaw,London
Matsuo Bashō,Japan,Law_and_Government,0.26315105,Brazil,Brazil
Cadillac XLR,Cadillac,Autos_and_Vehicles,0.72789085,Renault,Renault
Seattle Medium,Seattle,Business_and_Industrial,0.7153464,Stockholm,Seattle
Fiat 1900,Fiat,Autos_and_Vehicles,0.8487584,BMW,BMW
Fiat Croma,Fiat,Autos_and_Vehicles,0.73828757,Toyota,Toyota
Sony Reader,Sony,Computers_and_Electronics,0.74078417,Nissan,Nissan
"Boeing Defense, Space & Security",Boeing,Business_and_Industrial,0.6111077,Nintendo,Nintendo
Lata Mangeshkar,India,Arts_and_Entertainment,0.30426604,England,England
National Institute of Occupational Health in Norway,Oslo,Health,0.44727314,Budapest,Budapest
Chevrolet Tru 140S,Chevrolet,Autos_and_Vehicles,0.5478186,Suzuki,Suzuki
Toyota Camry TS-01,Toyota,Autos_and_Vehicles,0.6518402,Nintendo,Nintendo
Boeing B-29 Superfortress,Boeing,Business_and_Industrial,0.58655715,IBM,IBM
Yahoo! News,Yahoo,News,0.6626328,Indonesia,Indonesia
Takeaki Momose,Japan,Arts_and_Entertainment,0.23255002,Cardiff,Cardiff
BMW M60,BMW,Autos_and_Vehicles,0.76307315,Cadillac,Cadillac
Google Pixelbook,Google,Computers_and_Electronics,0.39776754,Chevrolet,Chevrolet
Android,Google,Computers_and_Electronics,0.4569827,Boeing,Boeing
Microsoft Office 2007,Microsoft,Computers_and_Electronics,0.5901456,Google,Google
iPhone XS Max,Apple,Computers_and_Electronics,0.4279248,Sony,Sony
IBM Home Page Reader,IBM,Computers_and_Electronics,0.4445899,Sega,Sega
Boeing 737,Boeing,Autos_and_Vehicles,0.7383023,Triumph,Triumph
Windows 3.0,Microsoft,Computers_and_Electronics,0.40877134,Intel,Intel
Honda VT600C,Honda,Autos_and_Vehicles,0.57953703,Nissan,Nissan
iPhone 11 Pro Max,Apple,Computers_and_Electronics,0.37221307,Ferrari,Ferrari
Porsche 914,Porsche,Autos_and_Vehicles,0.8055432,Honda,Honda
Intel 8086,Intel,Computers_and_Electronics,0.71799916,Fiat,Fiat
Airbus A320,Airbus,Autos_and_Vehicles,0.7428876,Honda,Honda
Algeria,Africa,Business_and_Industrial,0.6587529,Asia,Asia
First Czechoslovak Republic,Prague,Law_and_Government,0.631245,Tripoli,Tripoli
Windows NT,Microsoft,Computers_and_Electronics,0.5841652,Apple,Apple
IBM WebSphere Application Server Community Edition,IBM,Computers_and_Electronics,0.48355553,Microsoft,Microsoft
Transpower New Zealand,Wellington,Business_and_Industrial,0.45940548,Jakarta,Jakarta
Indiana Pacers,Indianapolis,Sports,0.5779406,Rome,Rome
BMW N52,BMW,Autos_and_Vehicles,0.802217,Nintendo,Nintendo
Toyota AZ engine,Toyota,Autos_and_Vehicles,0.6418855,Boeing,Boeing
Haim Yosef Zadok,Jerusalem,Business_and_Industrial,0.2500643,Warsaw,Warsaw
Israel Hayom,Hebrew,Books_and_Literature,0.43415666,French,English
Renault 4,Renault,Autos_and_Vehicles,0.8747053,BMW,BMW
Porsche 918,Porsche,Autos_and_Vehicles,0.8165534,Chevrolet,Chevrolet
iPhone 11 Pro Max,Apple,Computers_and_Electronics,0.37221307,Dodge,Dodge
Microsoft Surface,Microsoft,Computers_and_Electronics,0.5933078,IBM,Microsoft
Iran,Iran,Jobs_and_Education,1.0000001,Sweden,Sweden
French Fifth Republic,Paris,Law_and_Government,0.46373808,London,London
Guru Dutt,India,Arts_and_Entertainment,0.27026534,Japan,Japan
IBM WebSphere Process Server,IBM,Computers_and_Electronics,0.5390426,Apple,Apple
Toyota Camry XV30,Toyota,Autos_and_Vehicles,0.57691824,Chevrolet,Chevrolet
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Honda,Honda
Macintosh File System,Apple,Computers_and_Electronics,0.35097736,IBM,IBM
Masashi Kishimoto,Japan,Arts_and_Entertainment,0.47584513,Denmark,Denmark
Nokia Lumia 520,Nokia,Internet_and_Telecom,0.6784536,IBM,IBM
Fiat 2B,Fiat,Autos_and_Vehicles,0.83171093,IBM,IBM
Super Nintendo Entertainment System,Nintendo,Computers_and_Electronics,0.72147655,Nokia,Nokia
Nissan Be-1,Nissan,Autos_and_Vehicles,0.6902697,Renault,Renault
Nitobe Inazō,Japan,Law_and_Government,0.3275518,Switzerland,Switzerland
Ferrari F399,Ferrari,Autos_and_Vehicles,0.81852037,Dodge,Dodge
Bank of Queensland,Brisbane,Finance,0.5992931,London,London
Nokia X2-01,Nokia,Computers_and_Electronics,0.73606205,Fiat,Fiat
Roman Catholic Diocese of Santa Rosa,California,People_and_Society,0.19813839,Quebec,Quebec
Intel 80286,Intel,Computers_and_Electronics,0.6544325,Nintendo,Nintendo
Kōbe,Japan,Jobs_and_Education,0.26933068,Italy,Italy
Australia,English,Jobs_and_Education,0.43693918,Filipino,Filipino
iPhone SE (2nd generation),Apple,Computers_and_Electronics,0.4872989,IBM,IBM
Toyota Yaris,Toyota,Autos_and_Vehicles,0.7981395,Cadillac,Cadillac
Porsche 918,Porsche,Autos_and_Vehicles,0.8165534,Fiat,Fiat
Bank of Italy,Rome,Finance,0.4942989,Chicago,Rome
Honda NS500,Honda,Autos_and_Vehicles,0.7248075,Suzuki,Suzuki
Toyota Sprinter Carib,Toyota,Autos_and_Vehicles,0.52807236,Volvo,Volvo
Libyan Arab Republic,Tripoli,Law_and_Government,0.71634585,London,London
iPhone,Apple,Internet_and_Telecom,0.7238294,Toyota,Toyota
Gładyszów,Poland,Business_and_Industrial,0.59046876,Greece,Greece
Apple Wireless Mouse,Apple,Computers_and_Electronics,0.47301406,Microsoft,Microsoft
Castellammare di Stabia,Italy,Real_Estate,0.10997923,Belgium,Belgium
Rajneesh,India,People_and_Society,0.39922905,Singapore,Singapore
IBM Rational Automation Framework,IBM,Computers_and_Electronics,0.49653086,Square,Square
BMW N57,BMW,Autos_and_Vehicles,0.814489,Iran,Iran
Nintendo DS,Nintendo,Computers_and_Electronics,0.7757567,IBM,IBM
Detroit Pistons,Detroit,Sports,0.77501184,Atlanta,Atlanta
Warangal District,India,Jobs_and_Education,0.30201182,Canada,Canada
Giorgio de Chirico,Rome,Arts_and_Entertainment,0.3942393,Boston,Boston
Microsoft Office 2010,Microsoft,Computers_and_Electronics,0.5901111,Google,Google
Le Monde,France,News,0.5147195,Denmark,Denmark
Innocent VIII,Rome,News,0.25317794,Toronto,Toronto
Tokyo FM,Tokyo,Arts_and_Entertainment,0.6712579,Shanghai,Shanghai
Poland,Warsaw,People_and_Society,0.8410123,Brussels,Brussels
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Sony,Sony
Toyota AE85,Toyota,Autos_and_Vehicles,0.7208749,Chevrolet,Chevrolet
Anantapuram district,India,Business_and_Industrial,0.3975882,Libya,Libya
Intel Core i5,Intel,Computers_and_Electronics,0.6835482,Fiat,Fiat
Renault Clio,Renault,Autos_and_Vehicles,0.77707523,Nissan,Nissan
Nissan Primera P12,Nissan,Autos_and_Vehicles,0.5483972,BMW,BMW
Adobe PageMaker,Adobe,Computers_and_Electronics,0.5733043,Apple,Apple
Microsoft Office 2007,Microsoft,Computers_and_Electronics,0.5901456,Nintendo,Nintendo
Nitobe Inazō,Japan,Law_and_Government,0.3275518,Canada,Canada
Microsoft Office 2010,Microsoft,Computers_and_Electronics,0.5901111,Sony,Sony
BMW M62,BMW,Autos_and_Vehicles,0.77080464,Renault,Renault
Masato Harada,Japan,Law_and_Government,0.221973,France,France
Fiat 70,Fiat,Autos_and_Vehicles,0.8361521,Toyota,Toyota
Airbus A320 family,Airbus,Autos_and_Vehicles,0.655668,Boeing,Boeing
CBS News,CBS,News,0.79832286,BBC,BBC
Honda NS500,Honda,Autos_and_Vehicles,0.7248075,Renault,Renault
Protected Buildings Register in Finland ID,Finland,Real_Estate,0.3933313,Rwanda,Rwanda
ASP.NET MVC Framework,Microsoft,Computers_and_Electronics,0.20650701,Square,Square
IBM System/34,IBM,Computers_and_Electronics,0.6707189,Fiat,Fiat
Rajneesh,India,Arts_and_Entertainment,0.39922905,Italy,Italy
Nissan R391,Nissan,Autos_and_Vehicles,0.7249722,Cadillac,Cadillac
Iran,Iran,Jobs_and_Education,1.0000001,Switzerland,Switzerland
Lou Gehrig,baseball,Sports,0.3475946,football,football
IBM Office/36,IBM,Computers_and_Electronics,0.7249369,Adobe,Adobe
BMW M67,BMW,Autos_and_Vehicles,0.7653881,Honda,Honda
IBM System/34,IBM,Computers_and_Electronics,0.6707189,Dodge,Dodge
Canadian Register of Historic Places ID,Canada,Travel_and_Transportation,0.34095973,Germany,Germany
Renault Dauphine,Renault,Autos_and_Vehicles,0.67363787,Nissan,Nissan
BBC Radio 4 Extra,BBC,Arts_and_Entertainment,0.57703507,Sweden,Sweden
Aleppo International Stadium,Syria,Sports,0.51702666,Russia,Russia
Ferrari 348,Ferrari,Autos_and_Vehicles,0.84414446,Suzuki,Suzuki
Adobe Photoshop Lightroom,Adobe,Computers_and_Electronics,0.6228919,Apple,Adobe
Airbus A320 family,Airbus,Autos_and_Vehicles,0.655668,Renault,Renault
Windows 3.0,Microsoft,Computers_and_Electronics,0.40877134,Sega,Sega
Renault 5,Renault,Autos_and_Vehicles,0.88950044,Douglas,Douglas
The Sisterhood of the Traveling Pants.,English,Arts_and_Entertainment,0.16853385,Chinese,Chinese
BMW M62,BMW,Autos_and_Vehicles,0.77080464,Fiat,Fiat
iPhone,Apple,Internet_and_Telecom,0.7238294,Nintendo,Nintendo
Elvis Presley,guitar,Arts_and_Entertainment,0.3516901,trumpet,trumpet
Volvo 164,Volvo,Autos_and_Vehicles,0.8741226,Nissan,Nissan
Kobe Bryant,basketball,Sports,0.5281104,soccer,basketball
Renault 7,Renault,Autos_and_Vehicles,0.88926685,Honda,Honda
Boeing 747-8,Boeing,Business_and_Industrial,0.658472,Apple,Apple
Clement IX,Rome,News,0.32679862,Ottawa,Ottawa
Volvo 300 Series,Volvo,Autos_and_Vehicles,0.8250847,Nissan,Nissan
Nissan Primera P12,Nissan,Autos_and_Vehicles,0.5483972,IBM,IBM
Götz Alsmann.,piano,Sports,0.25927973,trumpet,trumpet
Sony Alpha 77,Sony,Computers_and_Electronics,0.79342544,Fiat,Fiat
Adobe Photoshop Lightroom,Adobe,Computers_and_Electronics,0.6228919,Google,Adobe
IBM Office/36,IBM,Computers_and_Electronics,0.7249369,Apple,Apple
Byzantine Empire under the Komnenos dynasty,Constantinople,News,0.5392058,Seoul,Seoul
Fiat 60 HP,Fiat,Autos_and_Vehicles,0.6919169,Jeep,Jeep
Renault 19,Renault,Autos_and_Vehicles,0.8848273,Yamaha,Yamaha
Nokia 6700 slide,Nokia,Computers_and_Electronics,0.6064953,Boeing,Boeing
Boeing B-29 Superfortress,Boeing,Business_and_Industrial,0.58655715,Airbus,Airbus
The Legend of Zelda: Ocarina of Time,Nintendo,Games,0.38237917,Microsoft,Microsoft
Fiat 60 HP,Fiat,Autos_and_Vehicles,0.6919169,Sega,Sega
Nissan Titan,Nissan,Autos_and_Vehicles,0.7396568,Chrysler,Chrysler
IBM Rational ClearQuest,IBM,Computers_and_Electronics,0.45973444,Boeing,Boeing
Mahasweta Devi,India,People_and_Society,0.40331787,Mexico,Mexico
Windows Phone 8.1,Microsoft,Computers_and_Electronics,0.36508757,Nissan,Microsoft
Karachi Institute of Economics and Technology,Karachi,Jobs_and_Education,0.6094851,Missouri,Missouri
Matsuo Bashō,Japan,People_and_Society,0.26315105,Australia,Australia
Boeing B-52 Stratofortress,Boeing,Business_and_Industrial,0.53711843,Chevrolet,Chevrolet
1982 Austrian Grand Prix,Austria,Sports,0.51066506,Netherlands,Netherlands
Toyota Sprinter,Toyota,Autos_and_Vehicles,0.69282234,Cadillac,Cadillac
Windows Media Center,Microsoft,Computers_and_Electronics,0.4031589,Google,Google
Giuseppe Ermini,Italy,Law_and_Government,0.28530553,Uganda,Uganda
Windows Me,Microsoft,Computers_and_Electronics,0.58739513,Apple,Apple
1980 Austrian Grand Prix,Austria,Sports,0.5040413,Argentina,Argentina
Daisuke Matsuzaka,Japan,Arts_and_Entertainment,0.36556488,Mexico,Mexico
Bentley Turbo R,Bentley,Autos_and_Vehicles,0.75093937,Boeing,Boeing
iPhone X,Apple,Computers_and_Electronics,0.6332896,IBM,Apple
Visual Basic for Applications,Microsoft,Computers_and_Electronics,0.3552482,Sega,Sega
BMW M5,BMW,Autos_and_Vehicles,0.8052594,Porsche,Porsche
IBM Works,IBM,Computers_and_Electronics,0.8827659,Google,Google
Nissan NX,Nissan,Autos_and_Vehicles,0.7679449,Toyota,Toyota
Boeing 737 MAX,Boeing,Autos_and_Vehicles,0.609946,IBM,IBM
Eschwege,Germany,Internet_and_Telecom,0.2926842,Finland,Finland
Fiat 16-20 HP,Fiat,Autos_and_Vehicles,0.6681334,Sony,Sony
Orchestre National de Lyon,France,Sports,0.45729268,Canada,Canada
Toyota Camry XV20,Toyota,Autos_and_Vehicles,0.5900469,Honda,Honda
Samsung Galaxy Home,Samsung,Computers_and_Electronics,0.6985768,Apple,Apple
Google Earth,Google,Online_Communities,0.5337247,Microsoft,Microsoft
Adobe AIR,Adobe,Computers_and_Electronics,0.8291361,Apple,Apple
Irish Rugby Football Union,Ireland,Sports,0.55513203,Ukraine,Ukraine
Honda NS500,Honda,Autos_and_Vehicles,0.7248075,Nokia,Nokia
Yitzhak Shamir,Israel,News,0.32424283,Slovakia,Slovakia
Isaac Newton,mathematics,Science,0.37872106,chemistry,chemistry
BMW M1,BMW,Autos_and_Vehicles,0.7705219,Chrysler,Chrysler
IBM RPG III,IBM,Computers_and_Electronics,0.6208813,Adobe,Adobe
Nokia 6610,Nokia,Computers_and_Electronics,0.7991103,Intel,Intel
Tirunelveli district,India,Business_and_Industrial,0.3837033,Poland,Poland
Boeing 720,Boeing,Autos_and_Vehicles,0.73530775,Adobe,Adobe
Fiat 24-32 HP,Fiat,Autos_and_Vehicles,0.6499034,Sega,Sega
United Nations Research Institute For Social Development,Geneva,People_and_Society,0.25852588,Dallas,Dallas
Zakir Hussain,India,People_and_Society,0.38148928,Indonesia,Indonesia
Nissan S30,Nissan,Autos_and_Vehicles,0.6915943,Renault,Renault
Boeing Commercial Airplanes,Boeing,Autos_and_Vehicles,0.796407,Google,Google
Kingdom Hearts,Square,Games,0.25853738,Apple,Apple
Adobe Flash Player,Adobe,Computers_and_Electronics,0.6321916,IBM,IBM
Thanjavur district,India,Business_and_Industrial,0.28232187,Germany,Germany
Nintendo 64,Nintendo,Computers_and_Electronics,0.7747028,Apple,Apple
Abdul Hamid,Pakistan,Law_and_Government,0.3083309,Ireland,Ireland
Eiichiro Oda,Japan,Arts_and_Entertainment,0.27827722,Canada,Canada
Renault Twingo,Renault,Autos_and_Vehicles,0.72213113,Toyota,Toyota
Skylake.,Intel,Computers_and_Electronics,0.55929327,Nissan,Nissan
Nintendo Seal of Quality,Nintendo,Computers_and_Electronics,0.57100177,Indianapolis,Indianapolis
Guru Dutt,India,Arts_and_Entertainment,0.27026534,Singapore,Singapore
Cadillac STS Wheels,Cadillac,Autos_and_Vehicles,0.5855976,Suzuki,Suzuki
Egypt Eyalet,Cairo,Business_and_Industrial,0.60819125,Havana,Havana
Friedrich Hayek,economics,People_and_Society,0.23667529,mathematics,mathematics
Nokia 6760 Slide,Nokia,Computers_and_Electronics,0.5877035,Chevrolet,Chevrolet
The Council of Canadians.,Ottawa,Law_and_Government,0.452701,London,London
BMW M1,BMW,Autos_and_Vehicles,0.7705219,Renault,Renault
BMW M54,BMW,Autos_and_Vehicles,0.7864808,Cadillac,Cadillac
Renault 25,Renault,Autos_and_Vehicles,0.8373145,Chevrolet,Chevrolet
Shanghai Film Group,Shanghai,Arts_and_Entertainment,0.6335114,Moscow,Moscow
Sarvepalli Radhakrishnan,India,Law_and_Government,0.3561631,Australia,Australia
Qajar Iran,Tehran,People_and_Society,0.65823174,Jerusalem,Jerusalem
Roman Catholic Diocese of Santa Rosa,California,People_and_Society,0.19813839,Saskatchewan,Saskatchewan
European Union,English,Law_and_Government,0.38458365,Finnish,Finnish
Nintendo 3DS,Nintendo,Computers_and_Electronics,0.7157253,Fiat,Fiat
Domino's Pizza Israel,Israel,Food_and_Drink,0.5180237,Paris,Paris
Fiat 510,Fiat,Autos_and_Vehicles,0.7762414,Sony,Sony
Chrysler ETV-1,Chrysler,Autos_and_Vehicles,0.61951554,Nokia,Nokia
Windows Me,Microsoft,Computers_and_Electronics,0.58739513,IBM,IBM
BMW M3,BMW,Autos_and_Vehicles,0.85206366,Nintendo,Nintendo
Giuliano Vassalli,Italy,Law_and_Government,0.34132808,Ecuador,Ecuador
Sony Tablet S,Sony,Computers_and_Electronics,0.7522707,Microsoft,Microsoft
IBM Personal Computer,IBM,Computers_and_Electronics,0.7876516,Nissan,Nissan
Fiat 8 HP,Fiat,Autos_and_Vehicles,0.6917292,Ferrari,Ferrari
Renault R312,Renault,Autos_and_Vehicles,0.75861573,Nissan,Nissan
Windows Vista,Microsoft,Computers_and_Electronics,0.56267285,Chevrolet,Chevrolet
Toyota AD engine,Toyota,Autos_and_Vehicles,0.59926945,Chevrolet,Chevrolet
ASP.NET MVC Framework,Microsoft,Computers_and_Electronics,0.20650701,Google,Google
Nintendo GameCube,Nintendo,Computers_and_Electronics,0.66896737,Apple,Apple
Matsuo Bashō,Japan,Law_and_Government,0.26315105,Belgium,Belgium
Fiat 60 HP,Fiat,Autos_and_Vehicles,0.6919169,Nintendo,Nintendo
Renault 18,Renault,Autos_and_Vehicles,0.8792887,Nokia,Nokia
Nissan NPT-90,Nissan,Autos_and_Vehicles,0.6260925,Toyota,Toyota
Takeshi Kitano,Japan,Arts_and_Entertainment,0.26980078,France,France
Adobe Fireworks,Adobe,Computers_and_Electronics,0.62702584,Google,Google
Adobe After Effects,Adobe,Computers_and_Electronics,0.7193295,Google,Google
Renault Dauphine,Renault,Autos_and_Vehicles,0.67363787,BMW,BMW
Microsoft Silverlight,Microsoft,Computers_and_Electronics,0.5557556,Nokia,Nokia
Sony NEX-5,Sony,Computers_and_Electronics,0.72082937,Suzuki,Suzuki
Nexus 7,Google,Computers_and_Electronics,0.2656661,Microsoft,Microsoft
Norwegian Consumer Council,Oslo,Business_and_Industrial,0.51003635,Helsinki,Helsinki
NBC Nightly News,NBC,News,0.708274,HBO,HBO
iPhone 7,Apple,Computers_and_Electronics,0.55001724,Boeing,Boeing
University of Glasgow Medical School,Glasgow,Jobs_and_Education,0.6082154,Edinburgh,Edinburgh
Wii,Nintendo,Computers_and_Electronics,0.76352894,Nokia,Nokia
Apple HD SC Setup,Apple,Computers_and_Electronics,0.28436905,Microsoft,Microsoft
Wilt Chamberlain,basketball,Sports,0.38563755,baseball,baseball
HSBC Bank Australia,Sydney,Finance,0.35944,Rome,Rome
IBM System/360 Model 67,IBM,Computers_and_Electronics,0.5727643,Apple,Apple
Nissan Be-1,Nissan,Autos_and_Vehicles,0.6902697,Toyota,Toyota
IBM SAN File System,IBM,Computers_and_Electronics,0.42634618,Apple,Apple
Pentium,Intel,Computers_and_Electronics,0.69311404,Honda,Honda
The Tale of Genji,Japan,Books_and_Literature,0.25304395,Italy,Italy
